bike,start_time,end_time,start_st,end_st
514_22,2017-07-02 06:15:08.117307,2017-07-02 06:22:27.872231,439,307
e_241_0,2017-07-02 06:15:08.434789,2017-07-02 06:25:14.658565,426,514
e_348_0,2017-07-02 06:15:08.757672,2017-07-02 06:17:14.897341,417,309
3463_4,2017-07-02 06:15:20.373940,2017-07-02 06:30:40.319700,3463,127
3151_20,2017-07-02 06:15:25.700110,2017-07-02 06:23:42.159660,3151,3284
326_12,2017-07-02 06:15:35.642102,2017-07-02 06:26:17.020738,466,403
497_22,2017-07-02 06:15:39.229261,2017-07-02 06:24:57.082660,497,462
168_22,2017-07-02 06:15:43.106192,2017-07-02 06:20:17.697318,403,3263
e_334_1,2017-07-02 06:15:51.533631,2017-07-02 06:25:24.787249,477,453
167_14,2017-07-02 06:16:15.858474,2017-07-02 06:29:50.494424,3256,304
259_11,2017-07-02 06:16:20.600672,2017-07-02 06:21:22.738175,259,304
3282_15,2017-07-02 06:16:22.638491,2017-07-02 06:33:29.795445,276,433
e_490_2,2017-07-02 06:16:40.415540,2017-07-02 06:20:16.097928,494,537
e_528_0,2017-07-02 06:16:53.272532,2017-07-02 06:29:29.899503,519,393
453_10,2017-07-02 06:16:53.939742,2017-07-02 06:33:07.831927,257,285
321_7,2017-07-02 06:16:59.803451,2017-07-02 06:20:51.531312,2000,217
322_13,2017-07-02 06:17:11.105948,2017-07-02 06:36:35.785861,2002,150
401_16,2017-07-02 06:17:11.681843,2017-07-02 06:26:37.081302,305,461
3394_9,2017-07-02 06:17:14.759532,2017-07-02 06:26:36.623627,254,79
248_9,2017-07-02 06:17:18.719636,2017-07-02 06:23:23.688097,495,72
509_11,2017-07-02 06:17:29.306446,2017-07-02 06:31:19.280487,127,312
e_3260_0,2017-07-02 06:17:31.753024,2017-07-02 06:22:51.758142,458,3255
268_4,2017-07-02 06:17:32.347732,2017-07-02 06:43:02.628114,498,417
e_316_0,2017-07-02 06:17:33.266873,2017-07-02 06:31:42.769784,398,3074
3101_12,2017-07-02 06:17:52.212799,2017-07-02 06:28:43.347819,481,3101
447_8,2017-07-02 06:17:58.193586,2017-07-02 06:28:54.943180,507,3255
3283_21,2017-07-02 06:18:22.550722,2017-07-02 06:22:51.880966,520,447
e_3379_1,2017-07-02 06:18:26.632195,2017-07-02 06:20:36.743773,3325,3338
519_12,2017-07-02 06:18:30.184099,2017-07-02 06:28:03.869742,3236,281
e_3155_1,2017-07-02 06:18:31.141103,2017-07-02 06:27:01.625413,3443,505
2000_8,2017-07-02 06:18:38.357439,2017-07-02 06:41:58.823400,282,310
3160_16,2017-07-02 06:18:44.372969,2017-07-02 06:29:14.869143,355,304
2008_8,2017-07-02 06:18:44.514114,2017-07-02 06:24:20.513284,2008,330
323_16,2017-07-02 06:18:54.828324,2017-07-02 06:23:20.835152,3303,3397
461_19,2017-07-02 06:18:57.953654,2017-07-02 06:35:13.323648,3141,3391
3362_15,2017-07-02 06:19:02.504635,2017-07-02 06:37:18.403100,328,304
e_470_0,2017-07-02 06:19:18.525678,2017-07-02 06:21:37.852928,3140,3447
328_4,2017-07-02 06:19:49.851448,2017-07-02 06:22:00.423771,328,377
315_10,2017-07-02 06:19:54.318653,2017-07-02 06:54:00.786964,315,514
414_10,2017-07-02 06:20:08.568867,2017-07-02 06:53:58.780116,152,462
315_11,2017-07-02 06:20:13.563885,2017-07-02 06:32:37.001483,457,3136
e_2010_0,2017-07-02 06:20:28.946307,2017-07-02 06:29:47.244456,3093,3118
127_8,2017-07-02 06:20:42.116765,2017-07-02 06:28:42.508657,3428,458
251_8,2017-07-02 06:20:52.831810,2017-07-02 06:28:39.386039,363,315
3258_15,2017-07-02 06:20:56.966377,2017-07-02 06:26:43.471155,3435,386
e_453_0,2017-07-02 06:21:01.242339,2017-07-02 06:27:14.287347,426,2008
476_20,2017-07-02 06:21:10.025840,2017-07-02 06:33:08.785199,474,468
3180_14,2017-07-02 06:21:13.061535,2017-07-02 06:54:36.367419,3180,2008
3046_8,2017-07-02 06:21:19.219384,2017-07-02 06:27:19.473009,161,382
e_144_0,2017-07-02 06:21:44.473126,2017-07-02 06:33:19.155714,217,3016
3170_7,2017-07-02 06:22:00.548624,2017-07-02 06:26:14.536575,3447,3376
363_21,2017-07-02 06:22:11.280074,2017-07-02 06:44:39.153193,3002,525
3263_27,2017-07-02 06:22:18.375376,2017-07-02 06:40:52.330082,327,72
267_25,2017-07-02 06:22:21.865359,2017-07-02 06:28:43.226473,3167,3226
3458_18,2017-07-02 06:22:23.264362,2017-07-02 06:33:27.323795,3255,456
3073_8,2017-07-02 06:22:23.872338,2017-07-02 06:25:24.314920,3093,2002
3466_12,2017-07-02 06:22:26.083585,2017-07-02 06:30:17.739663,426,368
e_3372_1,2017-07-02 06:22:29.122825,2017-07-02 06:26:32.207274,251,349
e_412_0,2017-07-02 06:22:46.644812,2017-07-02 06:26:06.506408,168,509
350_11,2017-07-02 06:22:58.874792,2017-07-02 06:36:34.566354,350,483
e_331_0,2017-07-02 06:23:07.246091,2017-07-02 06:26:24.155745,3427,531
3431_9,2017-07-02 06:23:12.717471,2017-07-02 06:27:59.084811,3356,422
e_228_0,2017-07-02 06:23:18.592920,2017-07-02 06:40:34.203578,537,532
e_3410_0,2017-07-02 06:23:25.825514,2017-07-02 06:28:08.115469,414,143
e_3360_0,2017-07-02 06:23:34.279183,2017-07-02 06:27:31.062737,359,495
e_3238_0,2017-07-02 06:23:49.451626,2017-07-02 06:28:15.901581,466,465
e_3436_1,2017-07-02 06:23:49.476912,2017-07-02 06:26:11.549783,472,379
279_16,2017-07-02 06:23:55.477042,2017-07-02 06:28:38.132318,3459,3231
e_2008_0,2017-07-02 06:23:58.772139,2017-07-02 06:43:41.962307,3092,3061
3107_16,2017-07-02 06:24:06.918663,2017-07-02 06:46:11.290284,376,284
3457_20,2017-07-02 06:24:18.093229,2017-07-02 06:34:08.513468,490,435
494_13,2017-07-02 06:24:27.756264,2017-07-02 06:32:14.640765,519,501
e_285_0,2017-07-02 06:24:29.384859,2017-07-02 06:35:42.955793,342,3464
528_18,2017-07-02 06:24:46.597532,2017-07-02 06:32:13.901740,483,435
320_10,2017-07-02 06:24:47.812650,2017-07-02 06:37:22.303748,3135,441
3422_6,2017-07-02 06:24:54.894406,2017-07-02 06:32:00.660420,3315,3242
306_6,2017-07-02 06:25:01.671138,2017-07-02 06:37:07.567184,306,369
e_376_0,2017-07-02 06:25:04.553968,2017-07-02 06:28:47.430018,363,351
3083_14,2017-07-02 06:25:06.350070,2017-07-02 06:36:59.215829,490,284
223_11,2017-07-02 06:25:21.780524,2017-07-02 06:58:33.857704,3403,347
3258_14,2017-07-02 06:25:22.292574,2017-07-02 06:31:59.725576,519,546
462_11,2017-07-02 06:25:30.569258,2017-07-02 06:34:54.601895,461,293
3294_18,2017-07-02 06:25:36.834543,2017-07-02 06:52:02.179227,3223,3295
388_8,2017-07-02 06:25:40.355406,2017-07-02 06:31:25.859933,434,458
3416_11,2017-07-02 06:25:46.810634,2017-07-02 06:34:17.037568,151,251
e_477_2,2017-07-02 06:25:49.670580,2017-07-02 06:43:11.784475,304,459
515_15,2017-07-02 06:25:56.480928,2017-07-02 06:48:55.138981,514,426
3478_20,2017-07-02 06:25:58.024652,2017-07-02 06:36:25.848787,414,217
e_487_1,2017-07-02 06:26:14.018138,2017-07-02 06:29:37.802925,519,492
e_232_0,2017-07-02 06:26:14.046433,2017-07-02 06:34:21.738857,228,492
3170_14,2017-07-02 06:26:17.230567,2017-07-02 06:33:38.796207,305,2012
508_11,2017-07-02 06:26:31.596695,2017-07-02 06:40:18.269088,401,346
173_15,2017-07-02 06:26:34.220284,2017-07-02 06:35:04.564369,477,509
e_3158_1,2017-07-02 06:26:42.750647,2017-07-02 06:30:36.064570,366,324
e_477_0,2017-07-02 06:26:47.128380,2017-07-02 06:31:00.771276,379,528
e_529_0,2017-07-02 06:27:03.782766,2017-07-02 06:39:08.061381,362,401
514_16,2017-07-02 06:27:14.754862,2017-07-02 06:38:36.510013,433,3467
462_17,2017-07-02 06:27:17.607683,2017-07-02 06:41:33.972661,453,3263
e_3307_1,2017-07-02 06:27:26.772641,2017-07-02 06:38:52.160884,3327,3285
e_439_0,2017-07-02 06:27:32.211825,2017-07-02 06:37:33.361386,326,161
e_500_1,2017-07-02 06:27:53.519203,2017-07-02 06:37:24.661762,487,128
3106_8,2017-07-02 06:28:03.154763,2017-07-02 06:43:04.115827,433,423
e_3093_0,2017-07-02 06:28:05.527590,2017-07-02 06:35:35.534397,3076,3052
3088_8,2017-07-02 06:28:11.839900,2017-07-02 06:42:01.559464,3016,282
3283_22,2017-07-02 06:28:12.035061,2017-07-02 06:29:06.802247,276,146
364_9,2017-07-02 06:28:14.215605,2017-07-02 06:30:07.216592,364,354
259_11,2017-07-02 06:28:32.068347,2017-07-02 06:38:49.322790,304,387
436_13,2017-07-02 06:28:39.957214,2017-07-02 06:50:24.827031,448,327
e_522_0,2017-07-02 06:28:43.207256,2017-07-02 06:31:38.197434,3235,267
303_13,2017-07-02 06:28:47.005039,2017-07-02 06:35:41.372745,401,326
228_24,2017-07-02 06:28:47.237259,2017-07-02 06:46:09.958040,379,426
3073_7,2017-07-02 06:28:53.886557,2017-07-02 06:32:33.423588,3074,3086
3372_18,2017-07-02 06:28:53.889271,2017-07-02 06:34:53.476471,3314,3177
e_514_2,2017-07-02 06:29:02.127589,2017-07-02 06:42:00.583101,3301,529
e_260_0,2017-07-02 06:29:06.671267,2017-07-02 06:36:31.848195,519,545
517_28,2017-07-02 06:29:07.732166,2017-07-02 06:42:29.538648,335,228
3538_21,2017-07-02 06:29:22.188212,2017-07-02 06:35:52.211404,3538,3295
e_3443_0,2017-07-02 06:29:25.032395,2017-07-02 06:33:23.814302,3462,501
305_9,2017-07-02 06:29:31.180945,2017-07-02 06:45:50.112462,305,529
e_3458_0,2017-07-02 06:29:36.809647,2017-07-02 06:36:06.878993,368,483
3135_19,2017-07-02 06:29:37.614417,2017-07-02 06:42:37.958635,435,3427
471_15,2017-07-02 06:29:54.830204,2017-07-02 06:40:17.500590,266,350
e_3259_0,2017-07-02 06:30:01.031040,2017-07-02 06:37:59.218629,357,523
460_8,2017-07-02 06:30:04.813914,2017-07-02 06:34:32.615893,460,3092
e_3145_1,2017-07-02 06:30:19.755395,2017-07-02 06:40:45.162972,3290,3243
153_9,2017-07-02 06:30:25.575516,2017-07-02 06:36:35.732174,507,3431
e_328_0,2017-07-02 06:30:28.153969,2017-07-02 06:41:10.759279,3090,236
3325_13,2017-07-02 06:30:35.534950,2017-07-02 06:43:24.610732,3325,3146
420_10,2017-07-02 06:30:44.488899,2017-07-02 06:56:02.056540,83,312
3283_22,2017-07-02 06:30:49.124388,2017-07-02 06:32:09.914329,146,249
e_161_0,2017-07-02 06:30:56.082389,2017-07-02 06:34:06.670238,406,217
523_11,2017-07-02 06:31:18.810339,2017-07-02 06:58:51.692162,523,3125
e_3324_0,2017-07-02 06:31:24.016859,2017-07-02 06:36:11.987715,485,546
2006_18,2017-07-02 06:31:27.152808,2017-07-02 06:47:52.513230,3362,480
e_316_0,2017-07-02 06:31:42.769784,2017-07-02 06:33:46.135272,3074,3076
406_11,2017-07-02 06:31:46.853756,2017-07-02 06:41:35.428763,406,2000
476_5,2017-07-02 06:31:58.839572,2017-07-02 06:47:16.821377,3233,237
e_3170_0,2017-07-02 06:32:01.323676,2017-07-02 06:44:20.428622,3356,284
379_7,2017-07-02 06:32:11.390211,2017-07-02 06:47:56.289068,257,3463
497_21,2017-07-02 06:32:12.338145,2017-07-02 06:38:01.171656,497,2003
e_3314_1,2017-07-02 06:32:12.627625,2017-07-02 06:41:27.971105,3165,3132
3472_17,2017-07-02 06:32:21.475642,2017-07-02 06:42:31.614758,514,469
3161_25,2017-07-02 06:32:25.598482,2017-07-02 06:36:59.109803,426,3256
455_19,2017-07-02 06:32:28.215661,2017-07-02 06:37:16.555290,3088,471
3373_10,2017-07-02 06:32:54.238562,2017-07-02 06:42:03.697370,3373,3397
e_350_0,2017-07-02 06:32:56.827210,2017-07-02 06:50:11.639777,539,505
3359_17,2017-07-02 06:33:01.266538,2017-07-02 06:37:05.504569,380,405
476_18,2017-07-02 06:33:04.124592,2017-07-02 06:45:16.200994,394,380
e_3276_0,2017-07-02 06:33:08.388498,2017-07-02 07:20:57.647753,3213,3186
392_15,2017-07-02 06:33:28.852170,2017-07-02 06:38:54.989960,392,3411
3255_7,2017-07-02 06:33:31.551634,2017-07-02 06:52:24.209999,405,514
3101_12,2017-07-02 06:33:40.197209,2017-07-02 06:50:17.097628,3101,3048
346_9,2017-07-02 06:33:49.263257,2017-07-02 06:46:31.633111,426,195
388_11,2017-07-02 06:33:53.396034,2017-07-02 06:43:53.065260,3285,499
e_3437_1,2017-07-02 06:33:54.086253,2017-07-02 06:37:03.550899,432,266
519_12,2017-07-02 06:33:59.499018,2017-07-02 06:53:40.482063,281,448
3152_18,2017-07-02 06:34:41.066573,2017-07-02 06:35:26.233675,3152,3375
3283_22,2017-07-02 06:34:50.128151,2017-07-02 06:58:41.107828,249,471
305_8,2017-07-02 06:34:50.721285,2017-07-02 06:44:00.000535,305,3143
497_22,2017-07-02 06:34:55.152802,2017-07-02 06:44:05.250103,462,281
e_257_0,2017-07-02 06:34:59.574707,2017-07-02 06:52:02.873632,3359,490
e_3472_0,2017-07-02 06:35:02.015695,2017-07-02 06:40:02.479919,3143,3284
3071_7,2017-07-02 06:35:20.573708,2017-07-02 06:49:02.992139,3071,313
e_376_0,2017-07-02 06:35:24.757520,2017-07-02 06:47:06.715401,351,3092
e_3151_1,2017-07-02 06:35:31.617315,2017-07-02 06:42:38.642999,266,2009
479_12,2017-07-02 06:35:32.942290,2017-07-02 06:43:49.004780,3447,3290
327_16,2017-07-02 06:35:44.443085,2017-07-02 06:59:31.945142,444,327
3466_12,2017-07-02 06:35:44.977164,2017-07-02 06:45:15.339189,368,168
3351_10,2017-07-02 06:35:52.639740,2017-07-02 06:40:29.799371,358,380
e_168_1,2017-07-02 06:35:53.007841,2017-07-02 06:40:12.982800,276,360
2008_7,2017-07-02 06:36:06.206217,2017-07-02 06:50:57.560154,2008,401
167_14,2017-07-02 06:36:10.146749,2017-07-02 06:45:55.793338,304,387
3416_13,2017-07-02 06:36:23.389449,2017-07-02 06:44:25.815901,3407,157
3414_13,2017-07-02 06:36:23.584118,2017-07-02 06:56:33.849572,3414,3042
523_18,2017-07-02 06:36:26.906150,2017-07-02 06:41:31.852647,336,3427
3258_14,2017-07-02 06:36:45.496860,2017-07-02 06:42:25.390063,546,325
3073_7,2017-07-02 06:36:52.844149,2017-07-02 06:42:54.315554,3086,3096
392_14,2017-07-02 06:36:55.815922,2017-07-02 06:50:27.719703,392,387
453_10,2017-07-02 06:36:57.503301,2017-07-02 06:46:39.980040,285,519
e_2006_0,2017-07-02 06:36:58.268155,2017-07-02 06:44:12.763528,450,505
3073_8,2017-07-02 06:36:59.933432,2017-07-02 06:42:46.641990,2002,3116
385_12,2017-07-02 06:37:04.214981,2017-07-02 06:56:54.649569,280,3081
3160_16,2017-07-02 06:37:05.679549,2017-07-02 06:46:42.764587,304,361
453_15,2017-07-02 06:37:11.627841,2017-07-02 06:42:41.505669,496,383
3422_8,2017-07-02 06:37:15.623862,2017-07-02 06:41:32.297095,3461,327
e_383_1,2017-07-02 06:37:20.270933,2017-07-02 06:40:38.586995,223,453
e_3223_1,2017-07-02 06:37:39.867356,2017-07-02 06:41:43.857962,3360,3434
153_10,2017-07-02 06:37:41.433002,2017-07-02 07:12:39.656247,3173,439
3458_18,2017-07-02 06:37:42.885123,2017-07-02 06:59:55.417750,456,285
e_3143_1,2017-07-02 06:37:47.175165,2017-07-02 06:47:02.382073,477,482
2006_23,2017-07-02 06:37:47.642688,2017-07-02 06:46:22.287871,403,394
546_7,2017-07-02 06:37:49.120365,2017-07-02 06:50:49.361016,383,153
e_3161_2,2017-07-02 06:37:59.499605,2017-07-02 06:48:19.577480,477,518
153_8,2017-07-02 06:38:13.742991,2017-07-02 06:50:31.708772,3463,523
173_14,2017-07-02 06:38:17.352360,2017-07-02 06:49:08.950195,173,168
e_303_1,2017-07-02 06:38:17.699489,2017-07-02 06:44:14.100607,480,3255
3120_7,2017-07-02 06:38:22.002586,2017-07-02 07:08:06.130043,3129,3140
e_223_1,2017-07-02 06:38:25.817009,2017-07-02 06:42:42.310203,432,473
476_20,2017-07-02 06:38:30.241344,2017-07-02 06:47:41.082091,468,476
e_3155_1,2017-07-02 06:38:56.615705,2017-07-02 06:46:41.640666,505,3244
2002_8,2017-07-02 06:39:08.708912,2017-07-02 06:50:54.959851,174,357
453_16,2017-07-02 06:39:18.733643,2017-07-02 06:41:33.345653,3164,3167
519_13,2017-07-02 06:39:21.685570,2017-07-02 06:51:41.760282,515,167
3290_16,2017-07-02 06:39:21.796146,2017-07-02 06:52:13.410312,477,482
173_15,2017-07-02 06:39:31.286331,2017-07-02 06:44:59.107551,509,346
514_14,2017-07-02 06:39:37.701304,2017-07-02 06:47:13.721724,3236,456
e_415_1,2017-07-02 06:39:42.818389,2017-07-02 06:44:54.716590,326,361
2002_3,2017-07-02 06:39:44.590600,2017-07-02 07:00:05.699778,2002,516
e_3137_0,2017-07-02 06:39:47.805610,2017-07-02 06:50:01.642667,402,532
e_336_1,2017-07-02 06:39:49.832210,2017-07-02 06:41:36.893979,3163,3164
e_3553_0,2017-07-02 06:39:51.577256,2017-07-02 06:47:19.935194,422,2023
e_3337_0,2017-07-02 06:39:51.855558,2017-07-02 06:53:11.731926,3402,3055
e_3348_0,2017-07-02 06:39:55.979595,2017-07-02 06:48:43.880452,387,265
3046_8,2017-07-02 06:40:01.576514,2017-07-02 06:45:07.423355,382,168
3463_3,2017-07-02 06:40:21.306253,2017-07-02 06:44:01.205121,3463,3263
516_15,2017-07-02 06:40:31.493974,2017-07-02 06:46:21.230263,508,468
279_5,2017-07-02 06:40:33.628553,2017-07-02 06:46:15.529286,3285,3301
e_453_0,2017-07-02 06:40:41.890915,2017-07-02 06:51:57.357098,2008,453
3346_11,2017-07-02 06:40:42.961685,2017-07-02 06:44:23.097579,3349,3418
e_3324_0,2017-07-02 06:40:44.967848,2017-07-02 06:48:48.158443,546,3258
3244_7,2017-07-02 06:40:46.300072,2017-07-02 07:08:09.389034,426,514
e_481_0,2017-07-02 06:40:54.354376,2017-07-02 06:53:42.006481,3165,3293
e_3175_0,2017-07-02 06:40:57.459453,2017-07-02 06:53:46.802535,2003,3142
281_16,2017-07-02 06:41:03.082697,2017-07-02 06:50:42.155868,474,161
3178_17,2017-07-02 06:41:11.811965,2017-07-02 07:09:25.670286,3178,459
323_16,2017-07-02 06:41:13.434732,2017-07-02 06:47:05.375722,3397,3324
449_5,2017-07-02 06:41:21.069032,2017-07-02 06:52:37.569002,449,514
e_3178_0,2017-07-02 06:41:23.257370,2017-07-02 06:45:26.405842,487,432
430_9,2017-07-02 06:41:25.549063,2017-07-02 06:49:47.124987,3117,3016
321_11,2017-07-02 06:41:31.395528,2017-07-02 06:45:20.903816,3102,3090
279_10,2017-07-02 06:41:44.998703,2017-07-02 06:54:22.852026,254,327
e_3437_1,2017-07-02 06:41:53.653278,2017-07-02 06:46:28.494371,266,3263
e_3318_0,2017-07-02 06:41:53.784633,2017-07-02 06:46:28.100823,3438,3137
358_17,2017-07-02 06:41:54.422737,2017-07-02 06:52:18.040044,3244,517
379_16,2017-07-02 06:42:04.857888,2017-07-02 06:47:10.282099,540,527
e_388_1,2017-07-02 06:42:54.510910,2017-07-02 06:46:43.741146,499,3164
e_3366_0,2017-07-02 06:42:56.957634,2017-07-02 06:52:39.146105,3328,3145
366_4,2017-07-02 06:43:04.402277,2017-07-02 06:48:18.410328,366,239
e_3233_0,2017-07-02 06:43:07.325979,2017-07-02 06:50:53.341908,297,330
127_12,2017-07-02 06:43:25.275824,2017-07-02 06:54:54.446641,536,3244
430_12,2017-07-02 06:43:28.832739,2017-07-02 07:13:13.263221,3112,2001
529_17,2017-07-02 06:43:31.400078,2017-07-02 06:45:41.328013,432,393
3170_16,2017-07-02 06:43:44.673122,2017-07-02 06:53:48.685427,3435,497
515_10,2017-07-02 06:44:00.463759,2017-07-02 06:52:37.101237,519,501
3404_11,2017-07-02 06:44:02.308212,2017-07-02 06:45:29.386331,3404,3368
3158_11,2017-07-02 06:44:05.705389,2017-07-02 06:50:46.975023,503,517
3052_7,2017-07-02 06:44:07.875689,2017-07-02 06:49:54.341000,3052,3042
3297_8,2017-07-02 06:44:10.634838,2017-07-02 06:48:21.960548,496,128
528_13,2017-07-02 06:44:13.552740,2017-07-02 06:51:32.527159,402,470
3428_8,2017-07-02 06:44:16.601097,2017-07-02 06:58:50.513353,410,297
473_11,2017-07-02 06:44:16.603481,2017-07-02 06:49:32.740671,473,349
e_382_0,2017-07-02 06:44:29.497251,2017-07-02 06:54:53.336065,2003,3466
e_3364_0,2017-07-02 06:44:36.416106,2017-07-02 06:47:02.587755,3112,3117
e_307_0,2017-07-02 06:44:54.409227,2017-07-02 06:50:26.923589,379,3443
e_359_2,2017-07-02 06:44:55.477547,2017-07-02 06:53:38.388269,519,514
e_3168_0,2017-07-02 06:44:56.274799,2017-07-02 06:50:31.395498,499,305
326_12,2017-07-02 06:45:00.814357,2017-07-02 07:01:02.725604,403,505
327_15,2017-07-02 06:45:01.686209,2017-07-02 06:55:19.265674,3472,3436
3244_14,2017-07-02 06:45:06.853053,2017-07-02 07:03:46.366347,546,410
2021_11,2017-07-02 06:45:10.547092,2017-07-02 07:00:17.540309,2021,3147
508_6,2017-07-02 06:45:13.594685,2017-07-02 07:05:27.959333,508,168
153_11,2017-07-02 06:45:22.441217,2017-07-02 06:51:01.864374,3398,3303
293_21,2017-07-02 06:45:30.552496,2017-07-02 06:54:47.436286,257,3260
257_11,2017-07-02 06:45:38.017388,2017-07-02 07:01:12.913738,527,496
3362_15,2017-07-02 06:45:49.062714,2017-07-02 06:56:56.719371,304,276
3016_17,2017-07-02 06:45:53.822195,2017-07-02 06:52:54.540881,368,377
3553_17,2017-07-02 06:45:56.687593,2017-07-02 06:56:20.301431,446,293
e_3518_0,2017-07-02 06:45:56.712243,2017-07-02 06:59:40.344015,3378,479
e_3314_1,2017-07-02 06:46:01.036034,2017-07-02 06:56:45.783844,3132,501
3362_11,2017-07-02 06:46:10.487687,2017-07-02 06:49:57.847411,3369,3147
3063_5,2017-07-02 06:46:39.991976,2017-07-02 06:59:23.275284,3063,3082
173_13,2017-07-02 06:46:54.082474,2017-07-02 06:50:12.335521,173,72
e_120_0,2017-07-02 06:47:02.624483,2017-07-02 06:56:27.316809,72,3224
447_8,2017-07-02 06:47:05.000512,2017-07-02 06:57:11.152485,3255,3224
316_21,2017-07-02 06:47:08.847301,2017-07-02 06:49:38.721255,440,3459
528_11,2017-07-02 06:47:16.933782,2017-07-02 06:54:10.312997,528,505
e_473_0,2017-07-02 06:47:18.036561,2017-07-02 06:52:25.276591,331,3435
388_8,2017-07-02 06:47:20.887089,2017-07-02 06:56:04.445529,458,482
516_15,2017-07-02 06:47:23.549161,2017-07-02 06:58:09.992372,468,3255
e_3425_0,2017-07-02 06:47:35.591458,2017-07-02 06:49:06.769903,3002,2008
519_15,2017-07-02 06:47:37.547204,2017-07-02 07:01:02.228229,229,153
e_3372_1,2017-07-02 06:47:39.763513,2017-07-02 06:57:48.085759,349,532
e_390_1,2017-07-02 06:47:52.421916,2017-07-02 06:58:28.034029,354,390
328_4,2017-07-02 06:47:53.111341,2017-07-02 06:55:15.188008,377,3002
411_9,2017-07-02 06:47:58.469611,2017-07-02 07:26:05.168547,490,430
3373_11,2017-07-02 06:48:17.585532,2017-07-02 06:54:08.270995,420,3232
3249_7,2017-07-02 06:48:35.561554,2017-07-02 07:02:46.336530,504,303
3372_18,2017-07-02 06:48:36.456926,2017-07-02 06:55:02.322945,3177,3314
3161_25,2017-07-02 06:48:38.303657,2017-07-02 07:14:02.987785,3256,423
3497_11,2017-07-02 06:48:45.333968,2017-07-02 07:07:26.328761,503,531
e_428_0,2017-07-02 06:48:45.981425,2017-07-02 06:51:49.055882,251,265
2002_2,2017-07-02 06:49:07.360928,2017-07-02 07:23:34.555421,2002,3349
305_7,2017-07-02 06:49:16.452707,2017-07-02 06:57:32.743930,305,3142
361_20,2017-07-02 06:49:28.899444,2017-07-02 07:07:24.919886,427,254
3256_3,2017-07-02 06:49:51.889437,2017-07-02 07:01:15.727837,309,380
3170_9,2017-07-02 06:49:51.955689,2017-07-02 07:13:30.143213,3159,3243
497_20,2017-07-02 06:49:57.021270,2017-07-02 07:05:42.225449,497,515
328_3,2017-07-02 06:49:57.691133,2017-07-02 06:53:23.288218,328,3436
e_351_1,2017-07-02 06:49:58.266919,2017-07-02 06:55:50.975353,545,394
e_312_0,2017-07-02 06:50:00.573127,2017-07-02 06:57:37.259997,297,379
316_21,2017-07-02 06:50:01.354590,2017-07-02 06:57:16.783306,3459,454
e_301_1,2017-07-02 06:50:08.935811,2017-07-02 06:54:44.998036,445,285
254_6,2017-07-02 06:50:16.294736,2017-07-02 06:54:29.749666,254,496
3359_17,2017-07-02 06:50:19.195783,2017-07-02 07:12:21.218338,405,3173
e_490_1,2017-07-02 06:50:19.768056,2017-07-02 06:54:26.547507,128,426
3431_8,2017-07-02 06:50:27.024716,2017-07-02 07:05:48.547514,302,531
e_291_0,2017-07-02 06:50:31.784344,2017-07-02 06:53:48.450805,3428,358
e_3374_1,2017-07-02 06:50:33.632322,2017-07-02 06:55:21.298573,3431,505
257_12,2017-07-02 06:50:39.109589,2017-07-02 06:54:33.278073,453,402
3362_11,2017-07-02 06:50:42.104111,2017-07-02 07:02:36.076748,3147,3372
3053_8,2017-07-02 06:50:43.221897,2017-07-02 06:56:06.678096,324,419
e_491_0,2017-07-02 06:50:59.638384,2017-07-02 06:53:11.716971,519,527
e_336_1,2017-07-02 06:51:02.434415,2017-07-02 06:59:53.741101,3164,3233
e_267_0,2017-07-02 06:51:05.523497,2017-07-02 06:58:53.047811,3427,426
3335_3,2017-07-02 06:51:06.259683,2017-07-02 06:58:04.892548,3335,3377
e_416_0,2017-07-02 06:51:09.032308,2017-07-02 06:54:51.850387,3110,3101
528_17,2017-07-02 06:51:10.916406,2017-07-02 06:59:38.379112,536,2003
462_21,2017-07-02 06:51:12.857922,2017-07-02 06:55:10.683552,279,2009
e_3243_0,2017-07-02 06:51:17.389656,2017-07-02 06:59:59.772258,524,472
216_4,2017-07-02 06:51:33.979090,2017-07-02 07:12:36.052298,341,529
e_323_1,2017-07-02 06:51:36.016117,2017-07-02 06:56:47.517937,3347,3401
e_3310_0,2017-07-02 06:51:38.415667,2017-07-02 06:52:26.826523,399,364
2021_10,2017-07-02 06:51:47.740244,2017-07-02 07:04:00.257567,2021,514
e_150_0,2017-07-02 06:51:56.296584,2017-07-02 06:55:56.539648,238,459
326_8,2017-07-02 06:51:56.825162,2017-07-02 06:56:36.003233,491,482
461_15,2017-07-02 06:51:57.782096,2017-07-02 07:11:40.324442,335,330
3129_15,2017-07-02 06:52:03.080440,2017-07-02 07:03:57.672955,324,3322
e_525_1,2017-07-02 06:52:08.265573,2017-07-02 07:10:49.216125,3374,426
e_258_0,2017-07-02 06:52:20.408443,2017-07-02 07:06:10.048963,405,195
3090_13,2017-07-02 06:52:21.734366,2017-07-02 07:08:14.957693,3107,3074
379_16,2017-07-02 06:52:26.430765,2017-07-02 07:08:33.447809,527,3462
e_3259_0,2017-07-02 06:52:34.703742,2017-07-02 06:57:48.518768,523,446
356_9,2017-07-02 06:52:34.854521,2017-07-02 07:04:19.564537,244,3414
3346_11,2017-07-02 06:52:36.999160,2017-07-02 07:07:30.248193,3418,409
