bike,start_time,end_time,start_st,end_st
3358_6,2017-07-07 21:06:22.192855,2017-07-07 21:11:13.030713,394,339
346_11,2017-07-07 21:15:56.947696,2017-07-07 21:18:36.047887,326,237
3139_15,2017-07-07 21:24:25.375081,2017-07-07 21:28:31.130630,394,317
116_11,2017-07-07 21:30:34.717674,2017-07-07 21:32:49.581416,301,410
3494_8,2017-07-07 21:30:36.467569,2017-07-07 21:33:05.405050,301,410
3386_8,2017-07-07 21:30:44.259700,2017-07-07 21:33:08.678518,301,410
3263_20,2017-07-07 21:39:00.984921,2017-07-07 21:42:20.058850,410,349
3500_11,2017-07-07 21:41:04.886636,2017-07-07 21:43:59.348646,433,432
3370_0,2017-07-07 21:48:45.711304,2017-07-07 21:51:09.727315,445,326
3070_7,2017-07-07 22:08:30.501175,2017-07-07 22:10:47.191347,326,237
3453_7,2017-07-07 22:14:24.092385,2017-07-07 22:16:48.922431,433,432
500_8,2017-07-07 22:14:14.175371,2017-07-07 22:19:02.680190,433,432
3126_1,2017-07-07 22:18:12.367015,2017-07-07 22:21:18.466725,432,301
307_8,2017-07-07 23:06:45.081671,2017-07-07 23:10:03.134382,317,410
392_9,2017-07-08 09:16:06.114421,2017-07-08 09:20:13.158803,3443,500
327_5,2017-07-08 14:37:48.652199,2017-07-08 14:42:01.421487,321,232
380_19,2017-07-08 17:12:18.654402,2017-07-08 17:15:50.793162,3255,3259
501_1,2017-07-08 19:45:12.926242,2017-07-08 19:47:47.500634,326,236
3368_10,2017-07-08 19:48:07.379741,2017-07-08 19:50:51.857478,326,237
3302_10,2017-07-08 20:17:30.723888,2017-07-08 20:19:49.822089,317,326
3144_8,2017-07-08 20:40:51.836619,2017-07-08 20:43:34.394320,3263,438
3435_15,2017-07-08 20:42:01.212310,2017-07-08 20:43:58.860670,438,326
474_16,2017-07-08 20:52:13.819868,2017-07-08 20:55:05.591009,483,293
232_3,2017-07-08 21:05:32.544893,2017-07-08 21:09:33.511112,317,432
476_5,2017-07-08 21:07:53.195239,2017-07-08 21:12:00.115336,432,236
3536_7,2017-07-08 21:19:42.115692,2017-07-08 21:22:12.858131,237,483
309_1,2017-07-08 21:33:54.957861,2017-07-08 21:37:21.957334,326,237
3455_8,2017-07-08 22:08:14.543886,2017-07-08 22:10:26.874503,326,237
3296_14,2017-07-09 12:25:04.222889,2017-07-09 12:27:25.600840,3087,3091
485_16,2017-07-09 12:45:49.679551,2017-07-09 12:48:33.445086,335,3244
384_1,2017-07-09 14:12:37.202144,2017-07-09 14:14:57.989902,335,3260
3494_11,2017-07-09 14:14:05.196469,2017-07-09 14:15:48.372012,335,3260
3258_12,2017-07-09 14:17:36.878462,2017-07-09 14:21:19.261952,3092,3101
153_7,2017-07-09 15:01:46.779164,2017-07-09 15:04:46.494697,3088,3091
3328_14,2017-07-09 16:15:38.645667,2017-07-09 16:18:45.022592,3093,3090
3447_1,2017-07-09 16:45:32.909444,2017-07-09 16:47:16.665264,3096,3452
3382_6,2017-07-09 16:46:21.592899,2017-07-09 16:48:22.057964,3016,3093
3536_12,2017-07-09 17:00:36.125004,2017-07-09 17:02:08.255881,3109,3105
303_14,2017-07-10 13:00:50.861674,2017-07-10 13:04:40.072434,3088,3452
3069_5,2017-07-10 14:24:42.320718,2017-07-10 14:28:12.904486,3087,3096
515_5,2017-07-10 15:25:05.019007,2017-07-10 15:26:58.200457,3088,3096
257_0,2017-07-10 15:27:00.232217,2017-07-10 15:31:19.241564,3096,3090
3091_15,2017-07-10 17:13:59.721992,2017-07-10 17:17:01.279436,3105,3110
257_19,2017-07-10 17:15:14.527893,2017-07-10 17:17:14.128129,3476,3110
3107_2,2017-07-10 17:44:58.191251,2017-07-10 17:48:15.940678,3107,3105
403_14,2017-07-10 17:57:58.059996,2017-07-10 18:00:26.405059,3090,3096
143_7,2017-07-10 18:00:12.013707,2017-07-10 18:03:45.110288,3096,3101
395_6,2017-07-10 18:28:40.404709,2017-07-10 18:32:26.993102,3101,3105
303_4,2017-07-10 18:54:21.550747,2017-07-10 18:56:30.734012,336,369
3100_15,2017-07-10 18:59:49.017806,2017-07-10 19:01:50.269300,336,252
3414_2,2017-07-11 08:16:59.616336,2017-07-11 08:19:36.206315,3092,2002
3283_23,2017-07-11 08:55:46.365002,2017-07-11 09:01:45.585871,414,407
383_8,2017-07-11 08:59:19.357403,2017-07-11 09:02:49.415526,327,146
3542_7,2017-07-11 09:01:57.610847,2017-07-11 09:04:48.208551,3002,327
3124_5,2017-07-11 09:06:15.850742,2017-07-11 09:08:11.933858,309,152
3054_7,2017-07-11 09:09:35.049213,2017-07-11 09:12:35.138494,152,320
436_9,2017-07-11 09:10:51.480190,2017-07-11 09:13:24.594144,334,435
278_1,2017-07-11 09:23:20.969096,2017-07-11 09:27:18.003466,415,306
363_23,2017-07-11 09:31:46.002879,2017-07-11 09:35:01.129260,415,264
3290_0,2017-07-11 09:36:47.765561,2017-07-11 09:40:56.522516,315,195
296_11,2017-07-11 09:47:29.030603,2017-07-11 09:50:13.005903,351,360
228_12,2017-07-11 09:43:53.076495,2017-07-11 09:50:33.719687,260,351
468_0,2017-07-11 09:47:10.916274,2017-07-11 09:52:26.935926,351,360
153_2,2017-07-11 09:50:22.809341,2017-07-11 09:52:46.444739,264,360
420_10,2017-07-11 09:48:59.840454,2017-07-11 09:53:15.992437,351,264
3381_6,2017-07-11 09:51:47.033406,2017-07-11 09:53:55.041033,264,319
3437_4,2017-07-11 09:49:58.410550,2017-07-11 09:54:50.314916,264,319
422_6,2017-07-11 09:49:26.764406,2017-07-11 09:55:33.165602,315,264
3092_3,2017-07-11 09:53:03.896434,2017-07-11 09:55:48.188906,319,152
3169_12,2017-07-11 09:52:37.698597,2017-07-11 09:55:59.469597,534,315
444_7,2017-07-11 09:56:30.562108,2017-07-11 10:00:34.534067,152,320
258_5,2017-07-11 10:05:06.342375,2017-07-11 10:08:07.921686,232,322
3107_10,2017-07-11 10:07:36.603911,2017-07-11 10:10:20.124693,297,325
3390_4,2017-07-11 10:12:04.164509,2017-07-11 10:13:26.090163,195,360
3322_4,2017-07-11 10:17:15.262716,2017-07-11 10:21:35.400432,315,304
3177_12,2017-07-11 10:16:27.470814,2017-07-11 10:22:36.626325,315,304
3464_5,2017-07-11 10:17:23.886935,2017-07-11 10:22:47.941379,315,304
3421_4,2017-07-11 10:22:30.820584,2017-07-11 10:24:47.750816,377,2010
3357_5,2017-07-11 10:16:47.788121,2017-07-11 10:26:35.319472,315,304
3140_17,2017-07-11 10:31:48.331890,2017-07-11 10:34:07.704465,407,391
119_6,2017-07-11 10:39:18.168375,2017-07-11 10:42:11.196055,426,327
285_14,2017-07-11 10:54:53.298668,2017-07-11 10:56:55.419064,152,309
3126_8,2017-07-11 10:56:18.091921,2017-07-11 10:58:24.124167,152,309
539_10,2017-07-11 10:57:29.540268,2017-07-11 11:00:25.556235,309,327
3135_16,2017-07-11 10:58:09.133539,2017-07-11 11:00:37.375344,309,327
422_8,2017-07-11 10:58:27.640721,2017-07-11 11:01:27.909923,309,327
3427_11,2017-07-11 10:58:08.828037,2017-07-11 11:01:51.090252,309,327
3077_14,2017-07-11 10:59:00.440165,2017-07-11 11:02:19.204432,3002,327
496_1,2017-07-11 10:59:09.439167,2017-07-11 11:03:10.720087,3002,327
3236_15,2017-07-11 11:05:08.031677,2017-07-11 11:11:11.948776,417,327
415_12,2017-07-11 11:13:13.296968,2017-07-11 11:15:59.881424,327,3461
3377_2,2017-07-11 11:16:30.174282,2017-07-11 11:18:34.871578,2000,430
247_9,2017-07-11 11:23:31.363433,2017-07-11 11:25:51.449232,319,152
241_5,2017-07-11 11:23:53.967617,2017-07-11 11:26:39.178000,319,152
486_18,2017-07-11 11:25:57.338097,2017-07-11 11:28:34.846805,152,309
435_1,2017-07-11 11:54:10.048619,2017-07-11 11:56:13.278573,309,426
3343_8,2017-07-11 11:57:53.717930,2017-07-11 11:58:14.557636,316,376
3175_7,2017-07-11 12:31:45.200258,2017-07-11 12:34:22.424143,360,316
244_10,2017-07-11 13:00:46.391703,2017-07-11 13:03:25.949841,259,315
534_0,2017-07-11 13:06:16.384621,2017-07-11 13:10:13.609899,249,417
3282_13,2017-07-11 13:07:00.314117,2017-07-11 13:10:51.436198,360,195
3211_3,2017-07-11 14:05:39.037485,2017-07-11 14:07:31.334547,376,316
3171_8,2017-07-11 14:12:42.772615,2017-07-11 14:14:36.496329,337,315
3374_3,2017-07-11 14:23:01.997689,2017-07-11 14:26:14.126500,427,534
520_11,2017-07-11 15:02:45.423447,2017-07-11 15:04:12.536161,276,249
3161_16,2017-07-11 15:03:14.044128,2017-07-11 15:05:29.676132,309,249
3294_11,2017-07-11 16:01:25.079215,2017-07-11 16:03:38.590131,351,337
511_1,2017-07-11 16:12:05.317419,2017-07-11 16:18:00.675722,2000,414
458_12,2017-07-11 17:01:15.835158,2017-07-11 17:04:07.583521,274,243
351_17,2017-07-11 17:22:22.704560,2017-07-11 17:25:16.414423,3255,3259
3387_0,2017-07-11 20:15:24.017320,2017-07-11 20:17:44.830377,237,438
530_6,2017-07-11 21:08:12.600551,2017-07-11 21:11:15.992870,438,439
520_10,2017-07-11 21:12:16.766538,2017-07-11 21:13:33.398437,301,410
3144_9,2017-07-11 21:23:10.507179,2017-07-11 21:26:17.534482,301,428
3284_0,2017-07-12 09:21:26.498248,2017-07-12 09:22:43.494812,264,376
517_4,2017-07-12 09:33:42.732574,2017-07-12 09:36:12.539314,359,440
164_18,2017-07-12 09:39:19.717185,2017-07-12 09:42:09.597468,309,249
386_21,2017-07-12 09:46:22.681162,2017-07-12 09:48:24.265343,3463,497
146_6,2017-07-12 09:57:21.329333,2017-07-12 09:59:26.848242,491,537
3314_12,2017-07-12 10:02:28.273215,2017-07-12 10:04:39.442202,3096,3452
388_12,2017-07-12 10:03:20.817867,2017-07-12 10:05:15.596922,3096,3452
3221_11,2017-07-12 10:05:06.298829,2017-07-12 10:08:29.932293,315,337
3354_6,2017-07-12 10:09:27.508579,2017-07-12 10:11:14.825720,3463,497
465_10,2017-07-12 10:10:28.731345,2017-07-12 10:15:07.389776,315,260
3295_11,2017-07-12 10:16:00.717081,2017-07-12 10:19:48.625581,260,351
461_16,2017-07-12 10:17:16.147597,2017-07-12 10:20:19.057859,376,351
167_10,2017-07-12 10:15:29.295492,2017-07-12 10:20:24.856754,260,351
422_3,2017-07-12 10:19:51.492357,2017-07-12 10:21:25.894978,351,315
3052_2,2017-07-12 11:03:36.058073,2017-07-12 11:06:42.911501,360,306
168_1,2017-07-12 11:20:48.990016,2017-07-12 11:23:31.693058,360,316
2023_17,2017-07-12 13:36:55.709992,2017-07-12 13:40:01.204342,146,79
3132_11,2017-07-12 14:08:04.969996,2017-07-12 14:12:08.070959,414,407
366_7,2017-07-12 14:09:26.037623,2017-07-12 14:13:39.111084,414,407
3166_0,2017-07-12 14:25:29.669940,2017-07-12 14:29:51.270037,259,304
3056_10,2017-07-12 17:33:41.397589,2017-07-12 17:36:07.647926,494,442
284_5,2017-07-12 17:35:57.184269,2017-07-12 17:38:50.879081,442,446
327_12,2017-07-12 17:45:33.574044,2017-07-12 17:47:22.115891,3232,395
529_18,2017-07-12 17:45:23.525411,2017-07-12 17:47:54.206370,243,274
393_3,2017-07-12 18:10:13.849566,2017-07-12 18:12:51.184273,3255,494
3224_2,2017-07-12 19:26:53.741090,2017-07-12 19:30:37.647097,326,236
342_4,2017-07-12 19:42:47.160989,2017-07-12 19:45:27.038635,326,237
3461_1,2017-07-12 20:01:35.683198,2017-07-12 20:03:11.764262,317,301
351_13,2017-07-12 20:17:12.407390,2017-07-12 20:19:31.767865,445,438
3474_15,2017-07-12 20:17:21.330062,2017-07-12 20:20:40.342188,445,438
3298_3,2017-07-12 20:33:43.557419,2017-07-12 20:35:20.797638,317,393
306_5,2017-07-12 20:34:31.215633,2017-07-12 20:36:18.950926,326,237
460_10,2017-07-12 20:38:09.609748,2017-07-12 20:40:44.121032,301,410
e_3077_1,2017-07-12 20:43:06.067966,2017-07-12 20:44:23.149102,445,326
3072_11,2017-07-12 21:00:06.099340,2017-07-12 21:03:44.375769,393,428
401_3,2017-07-12 21:00:20.983302,2017-07-12 21:03:59.822907,393,428
355_20,2017-07-12 20:59:22.656307,2017-07-12 21:04:51.914031,393,428
3100_8,2017-07-12 21:07:01.714586,2017-07-12 21:11:34.256455,326,483
364_9,2017-07-12 21:28:25.761533,2017-07-12 21:30:01.425104,317,301
3378_2,2017-07-12 21:34:50.773000,2017-07-12 21:36:58.686693,326,236
3288_18,2017-07-12 21:33:28.141707,2017-07-12 21:37:03.539128,394,326
3109_9,2017-07-12 21:36:18.333559,2017-07-12 21:39:53.910603,326,445
396_8,2017-07-12 21:35:20.054291,2017-07-12 21:40:04.285781,326,445
259_1,2017-07-12 21:51:03.031171,2017-07-12 21:52:59.884166,393,394
469_26,2017-07-12 21:52:53.131064,2017-07-12 21:57:02.640414,394,236
3313_2,2017-07-12 21:53:28.733465,2017-07-12 21:58:33.135270,394,504
3553_14,2017-07-12 21:58:09.754625,2017-07-12 22:00:51.203972,504,545
325_5,2017-07-12 22:06:49.817785,2017-07-12 22:08:42.981477,236,3263
3328_5,2017-07-12 22:14:15.587984,2017-07-12 22:16:59.067907,432,393
3178_8,2017-07-12 22:13:50.987140,2017-07-12 22:20:04.820888,432,393
3551_10,2017-07-12 22:29:12.800663,2017-07-12 22:33:34.807691,302,445
3296_11,2017-07-12 22:34:08.981351,2017-07-12 22:37:39.672710,445,504
3375_8,2017-07-12 22:57:06.794309,2017-07-12 22:59:53.635533,236,3263
127_13,2017-07-12 23:08:16.103009,2017-07-12 23:10:28.079559,326,504
284_9,2017-07-13 09:13:15.490263,2017-07-13 09:14:42.315501,3463,297
3159_6,2017-07-13 09:13:26.939688,2017-07-13 09:14:52.091259,3463,297
450_25,2017-07-13 09:13:11.722082,2017-07-13 09:15:21.311992,3463,297
3150_21,2017-07-13 09:46:57.414379,2017-07-13 09:50:41.573436,3463,503
2021_18,2017-07-13 12:45:29.908748,2017-07-13 12:47:14.509840,249,146
3294_9,2017-07-13 17:35:33.330239,2017-07-13 17:39:26.553560,3255,3259
3136_9,2017-07-13 18:53:35.913972,2017-07-13 18:55:11.418066,150,393
3070_10,2017-07-13 19:16:54.806608,2017-07-13 19:18:47.970002,301,150
3016_0,2017-07-13 19:39:05.607788,2017-07-13 19:43:38.914715,410,349
491_5,2017-07-13 19:50:20.451801,2017-07-13 19:53:44.354660,445,236
422_7,2017-07-13 19:59:54.414800,2017-07-13 20:01:58.034874,438,326
419_10,2017-07-13 20:00:35.479502,2017-07-13 20:04:07.112918,438,445
3070_6,2017-07-13 20:01:46.643314,2017-07-13 20:04:08.571400,438,236
3342_1,2017-07-13 20:02:44.010424,2017-07-13 20:06:01.674745,438,236
3259_10,2017-07-13 20:05:23.206371,2017-07-13 20:08:43.226742,317,150
534_12,2017-07-13 20:05:04.957928,2017-07-13 20:09:42.634238,236,3263
3306_11,2017-07-13 20:07:32.500694,2017-07-13 20:10:04.131881,150,410
3065_12,2017-07-13 20:07:37.152484,2017-07-13 20:10:27.051617,150,410
3466_9,2017-07-13 20:14:54.342510,2017-07-13 20:17:03.745391,301,410
3223_17,2017-07-13 20:15:05.139146,2017-07-13 20:17:08.497010,301,410
295_9,2017-07-13 20:32:49.645418,2017-07-13 20:36:38.702364,394,339
328_0,2017-07-13 20:35:22.436897,2017-07-13 20:36:41.336956,504,2003
3241_0,2017-07-13 20:36:35.237264,2017-07-13 20:39:25.589374,326,236
296_4,2017-07-13 20:52:16.135382,2017-07-13 20:54:13.972200,433,326
485_2,2017-07-13 20:55:13.478114,2017-07-13 20:58:48.641051,410,150
3315_3,2017-07-13 20:59:10.805553,2017-07-13 21:03:29.431584,504,297
483_9,2017-07-13 21:29:50.469081,2017-07-13 21:31:04.273483,433,326
340_0,2017-07-13 21:29:39.745630,2017-07-13 21:31:34.704890,433,326
3192_10,2017-07-13 21:30:35.571912,2017-07-13 21:32:27.751706,433,326
282_13,2017-07-13 21:32:15.184106,2017-07-13 21:35:08.811607,326,483
3146_12,2017-07-13 21:48:34.722742,2017-07-13 21:50:59.102154,3263,483
3224_4,2017-07-13 21:56:26.243071,2017-07-13 22:00:07.408617,438,439
3421_7,2017-07-13 22:18:24.113358,2017-07-13 22:25:12.297826,237,293
540_6,2017-07-13 22:23:01.266207,2017-07-13 22:26:03.777197,237,438
3330_1,2017-07-13 22:28:01.552643,2017-07-13 22:32:35.968344,438,3263
519_3,2017-07-13 23:04:48.777655,2017-07-13 23:06:42.770316,433,504
393_12,2017-07-13 23:13:16.701502,2017-07-13 23:16:10.331743,461,325
3323_1,2017-07-14 10:04:53.389653,2017-07-14 10:07:33.541134,3463,297
3178_9,2017-07-14 10:11:47.915799,2017-07-14 10:14:29.137487,334,435
467_11,2017-07-14 10:14:43.803172,2017-07-14 10:16:47.511886,351,195
3119_20,2017-07-14 10:17:28.516031,2017-07-14 10:20:08.669471,503,491
3547_12,2017-07-14 10:15:38.773322,2017-07-14 10:20:10.483672,351,195
3419_13,2017-07-14 10:17:43.919036,2017-07-14 10:20:46.497324,195,351
454_5,2017-07-14 10:15:12.383022,2017-07-14 10:21:25.057183,351,195
296_9,2017-07-14 10:39:04.556665,2017-07-14 10:42:27.391099,3463,325
3233_12,2017-07-14 10:42:01.902856,2017-07-14 10:45:23.644431,3233,456
473_11,2017-07-14 11:21:46.329748,2017-07-14 11:23:08.111886,249,146
3508_4,2017-07-14 12:14:38.303173,2017-07-14 12:16:59.992041,320,330
3121_9,2017-07-14 12:16:53.963667,2017-07-14 12:23:46.259605,259,304
3255_7,2017-07-14 12:26:51.392364,2017-07-14 12:29:50.122727,260,376
3095_0,2017-07-14 13:40:30.778678,2017-07-14 13:42:46.548996,249,146
340_3,2017-07-14 13:41:15.369978,2017-07-14 13:43:13.399722,249,146
3367_12,2017-07-14 13:42:53.341894,2017-07-14 13:45:11.902928,146,330
3223_2,2017-07-14 13:43:46.254485,2017-07-14 13:45:54.377757,146,330
3397_1,2017-07-14 14:48:34.680187,2017-07-14 14:52:05.143679,3461,417
520_8,2017-07-14 15:35:53.239534,2017-07-14 15:39:35.533046,377,2010
426_7,2017-07-14 15:53:13.804348,2017-07-14 15:56:02.125000,152,387
516_0,2017-07-14 16:02:13.995456,2017-07-14 16:03:58.631317,276,3461
e_528_0,2017-07-14 16:25:00.213544,2017-07-14 16:27:11.182462,3255,3259
284_3,2017-07-14 18:11:46.789366,2017-07-14 18:14:32.831087,254,253
3077_7,2017-07-14 19:00:39.115479,2017-07-14 19:04:44.373494,3255,494
3393_1,2017-07-14 19:10:09.499295,2017-07-14 19:12:22.172966,237,483
479_3,2017-07-14 19:44:15.103833,2017-07-14 19:47:07.239483,445,394
3283_17,2017-07-14 20:00:09.883993,2017-07-14 20:02:40.418956,326,237
3263_0,2017-07-14 20:05:35.933788,2017-07-14 20:08:00.943516,312,410
3137_10,2017-07-14 20:05:34.460804,2017-07-14 20:08:08.048346,511,504
403_7,2017-07-14 20:08:59.840753,2017-07-14 20:12:21.076637,504,297
496_3,2017-07-14 20:13:29.236003,2017-07-14 20:14:46.635911,237,236
507_15,2017-07-14 20:18:57.125218,2017-07-14 20:21:28.029828,445,433
503_10,2017-07-14 20:25:47.285865,2017-07-14 20:27:49.444386,2003,545
3076_8,2017-07-14 20:31:21.490506,2017-07-14 20:34:11.722085,2003,487
144_1,2017-07-14 20:32:02.170941,2017-07-14 20:34:18.620918,2003,487
502_10,2017-07-14 20:46:34.299868,2017-07-14 20:51:26.553001,511,2003
498_3,2017-07-14 20:54:17.930878,2017-07-14 20:56:10.605032,445,3632
3536_15,2017-07-14 20:58:49.580891,2017-07-14 21:00:36.352404,150,394
3411_10,2017-07-14 21:01:14.009834,2017-07-14 21:02:45.466758,237,236
3164_0,2017-07-14 21:20:11.391924,2017-07-14 21:22:04.927631,317,301
3412_4,2017-07-14 21:18:27.371065,2017-07-14 21:22:15.873916,438,439
441_4,2017-07-14 21:27:51.852639,2017-07-14 21:29:50.958159,433,511
3323_24,2017-07-14 21:38:03.797837,2017-07-14 21:40:12.035617,317,394
3358_1,2017-07-14 21:40:29.772504,2017-07-14 21:43:50.265652,394,433
3303_2,2017-07-14 21:47:47.695255,2017-07-14 21:50:35.922309,3263,483
3256_1,2017-07-14 21:47:59.128541,2017-07-14 21:51:05.394220,432,317
3347_6,2017-07-14 22:01:04.224475,2017-07-14 22:03:42.277712,438,236
398_11,2017-07-14 22:22:17.344582,2017-07-14 22:24:46.923923,317,394
3231_17,2017-07-14 22:30:23.778353,2017-07-14 22:32:16.572154,326,237
346_7,2017-07-14 22:30:29.296707,2017-07-14 22:33:15.056210,326,237
3346_8,2017-07-14 22:30:22.948097,2017-07-14 22:34:29.525675,445,317
444_12,2017-07-15 14:01:44.868837,2017-07-15 14:05:18.494414,276,309
3316_9,2017-07-15 16:30:55.685748,2017-07-15 16:32:18.532605,249,146
3238_12,2017-07-15 16:31:21.291039,2017-07-15 16:34:36.940984,249,146
439_3,2017-07-15 17:16:08.647487,2017-07-15 17:17:22.933928,442,446
258_6,2017-07-15 17:40:02.697556,2017-07-15 17:42:20.395305,442,446
3366_9,2017-07-15 17:41:49.607195,2017-07-15 17:43:34.167412,442,446
3258_3,2017-07-15 17:43:45.437582,2017-07-15 17:45:14.506619,446,334
426_5,2017-07-15 18:57:15.027459,2017-07-15 19:00:31.622301,237,236
531_14,2017-07-15 19:04:37.243459,2017-07-15 19:07:35.790535,539,3090
3284_15,2017-07-15 21:34:55.913073,2017-07-15 21:39:39.741496,432,301
322_6,2017-07-16 11:10:47.715853,2017-07-16 11:12:04.467446,3088,3091
3064_8,2017-07-16 12:34:50.847937,2017-07-16 12:37:07.507650,2002,460
3402_3,2017-07-16 12:37:33.784358,2017-07-16 12:41:42.374615,3087,3096
503_11,2017-07-16 12:53:44.444792,2017-07-16 12:56:25.221745,3096,3090
3508_8,2017-07-16 12:55:57.824191,2017-07-16 12:58:47.505627,3090,539
3452_12,2017-07-16 12:57:29.516101,2017-07-16 12:59:49.193672,2002,460
3283_4,2017-07-16 12:57:16.500564,2017-07-16 13:00:07.063481,83,3429
285_8,2017-07-16 13:04:38.938974,2017-07-16 13:09:19.048712,3092,3088
356_5,2017-07-16 13:25:32.793532,2017-07-16 13:28:39.818630,3087,3096
3461_11,2017-07-16 13:30:08.257714,2017-07-16 13:33:48.295609,3101,3105
3331_1,2017-07-16 13:32:16.070188,2017-07-16 13:35:05.268002,3090,539
3125_10,2017-07-16 13:41:31.984215,2017-07-16 13:44:11.600290,3107,3096
355_16,2017-07-16 13:41:03.608447,2017-07-16 13:44:45.167838,3101,3449
3146_21,2017-07-16 13:52:48.951179,2017-07-16 13:57:41.483756,3090,3107
456_10,2017-07-16 14:01:19.017036,2017-07-16 14:06:24.590298,3103,3102
309_0,2017-07-16 14:46:05.902471,2017-07-16 14:50:17.602533,3096,3091
3094_8,2017-07-16 14:52:20.854382,2017-07-16 14:55:10.803546,3103,3016
382_9,2017-07-16 16:30:09.713000,2017-07-16 16:33:47.441355,539,3090
3348_4,2017-07-17 15:54:07.141157,2017-07-17 15:57:06.435723,335,3244
3632_15,2017-07-17 16:12:37.136801,2017-07-17 16:15:39.957762,3016,3103
545_13,2017-07-17 16:13:20.095976,2017-07-17 16:16:43.324902,3016,3103
164_12,2017-07-17 16:19:15.203765,2017-07-17 16:22:38.750230,3107,3096
3159_0,2017-07-17 19:02:59.754280,2017-07-17 19:05:11.616271,312,401
3472_17,2017-07-17 19:09:34.808364,2017-07-17 19:13:18.758917,531,401
3143_13,2017-07-17 19:17:46.695309,2017-07-17 19:20:55.171167,531,312
3075_8,2017-07-17 20:45:59.534940,2017-07-17 20:50:50.142466,3090,3107
497_7,2017-07-18 08:32:12.300101,2017-07-18 08:33:18.860012,316,306
361_3,2017-07-18 08:44:16.160683,2017-07-18 08:45:28.346538,491,537
389_5,2017-07-18 09:04:13.566889,2017-07-18 09:05:49.334188,79,249
348_2,2017-07-18 09:03:13.569736,2017-07-18 09:06:02.430168,79,249
3363_13,2017-07-18 09:05:02.148515,2017-07-18 09:07:07.619069,79,249
3145_19,2017-07-18 09:18:32.194243,2017-07-18 09:20:45.250737,276,3461
3407_2,2017-07-18 09:52:34.889256,2017-07-18 09:56:45.947755,417,276
3311_1,2017-07-18 10:17:18.074211,2017-07-18 10:19:31.746414,426,327
228_16,2017-07-18 10:16:33.155022,2017-07-18 10:21:07.315729,426,327
3428_6,2017-07-18 10:24:44.095726,2017-07-18 10:26:21.484403,376,360
497_3,2017-07-18 10:26:15.048795,2017-07-18 10:29:13.178355,152,387
3472_18,2017-07-18 10:27:03.429775,2017-07-18 10:32:51.453720,426,328
3242_12,2017-07-18 11:13:38.836905,2017-07-18 11:17:02.485675,3436,426
3366_13,2017-07-18 11:14:04.896426,2017-07-18 11:17:33.876757,3436,426
3151_8,2017-07-18 11:35:06.358153,2017-07-18 11:37:00.552393,146,330
3405_4,2017-07-18 11:49:01.219829,2017-07-18 11:53:14.596602,417,152
276_4,2017-07-18 11:56:42.798530,2017-07-18 11:59:13.606596,330,320
3102_6,2017-07-18 13:33:17.635986,2017-07-18 13:36:28.608349,276,426
501_13,2017-07-18 13:39:36.650205,2017-07-18 13:43:14.091151,3092,2002
434_14,2017-07-18 13:57:18.712712,2017-07-18 14:01:00.134101,316,351
406_0,2017-07-18 14:11:21.715948,2017-07-18 14:14:09.909705,309,417
3152_12,2017-07-18 14:12:56.453202,2017-07-18 14:18:45.582263,417,195
3345_4,2017-07-18 14:49:40.531505,2017-07-18 14:52:15.694631,386,257
303_5,2017-07-18 14:51:14.930989,2017-07-18 14:53:12.586802,3461,417
497_6,2017-07-18 15:09:42.867585,2017-07-18 15:15:51.663401,79,276
377_0,2017-07-18 15:12:12.178145,2017-07-18 15:16:43.582016,319,260
3392_5,2017-07-18 15:15:16.519901,2017-07-18 15:16:57.055824,276,249
386_7,2017-07-18 15:12:42.185651,2017-07-18 15:18:12.230960,319,260
422_1,2017-07-18 15:18:59.151052,2017-07-18 15:21:39.252047,79,257
3298_8,2017-07-18 15:31:01.573162,2017-07-18 15:33:10.406469,3461,309
3540_16,2017-07-18 16:04:24.449255,2017-07-18 16:06:24.254192,249,276
445_5,2017-07-18 18:17:18.208990,2017-07-18 18:19:04.720216,345,253
239_2,2017-07-18 18:54:55.897634,2017-07-18 18:58:34.945025,254,253
3235_6,2017-07-18 19:47:04.844461,2017-07-18 19:49:28.290158,237,236
2000_4,2017-07-18 19:54:21.110353,2017-07-18 19:57:43.300251,237,236
3177_24,2017-07-18 20:14:51.742757,2017-07-18 20:16:40.226655,504,2003
3335_4,2017-07-18 20:15:20.274428,2017-07-18 20:16:40.680236,504,2003
376_19,2017-07-18 20:31:55.812735,2017-07-18 20:33:35.004308,504,2003
3362_3,2017-07-18 21:20:24.168955,2017-07-18 21:22:18.151992,438,326
3312_5,2017-07-18 21:30:34.228451,2017-07-18 21:33:30.047508,445,433
3529_8,2017-07-18 21:31:33.182155,2017-07-18 21:33:56.787405,433,2003
377_12,2017-07-18 21:37:38.379103,2017-07-18 21:40:15.233422,237,483
354_1,2017-07-18 21:58:35.645992,2017-07-18 22:01:26.207332,301,410
e_2005_0,2017-07-19 08:46:39.540209,2017-07-19 08:50:43.219419,359,456
380_0,2017-07-19 09:19:30.825933,2017-07-19 09:21:32.526638,440,164
3134_10,2017-07-19 09:37:16.219590,2017-07-19 09:38:45.816154,3463,497
228_6,2017-07-19 09:57:08.351985,2017-07-19 09:58:34.549672,325,297
3379_8,2017-07-19 09:58:00.823327,2017-07-19 09:59:44.810017,325,297
3122_6,2017-07-19 10:03:00.594056,2017-07-19 10:04:43.349901,360,316
